"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-04-30,75576,"40222","KY","Louisville/Jefferson County","Jefferson","Hurstbourne",3881,263300,-0.0101503759398496,-0.00753863550697324,0.0595573440643863,0.0439008935733336,0.0221486249564109,"2017-02","2017-Q1",267900,-0.017170586039567,"2017-01"
2017-04-30,78093,"46322","IN","Chicago","Lake","Highland",3882,154100,0.00195058517555267,0.0118187787261983,0.0504430811179277,0.0157750818564861,-0.00141654526140933,"2008-06","2008-Q2",164300,-0.0620815581253804,"2007-03"
2017-04-30,82277,"55427","MN","Minneapolis-St Paul","Hennepin","Golden Valley",3883,238200,0.00932203389830509,0.0240756663800516,0.0572569906790945,0.073734936396427,-0.000293396691826486,"2007-03","2007-Q1",240200,-0.00832639467110741,"2006-10"
2017-04-30,97798,"94595","CA","San Francisco","Contra Costa","Walnut Creek",3884,603300,-0.00115894039735099,0.000663459943605905,0.0146316851664985,0.147370157111693,0.0189173649572616,"2017-02","2017-Q1",604400,-0.00181998676373263,"2017-02"
2017-04-30,70131,"28681","NC","Hickory","Alexander","Taylorsville",3885,133000,0.00301659125188537,0.0114068441064639,0.0191570881226054,0.0180840023201989,-0.00652640285318329,"2008-08","2008-Q3",168300,-0.209744503862151,"2006-09"
2017-04-30,91268,"76123","TX","Dallas-Fort Worth","Tarrant","Fort Worth",3886,167700,0.00599880023995201,0.0269442743417024,0.0946475195822454,0.071559938719661,0.0195358510595143,"2017-04","2017-Q2",167700,0,"2017-04"
2017-04-30,96040,"90059","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",3887,337400,0.0110878034162421,0.0368776889981561,0.102974828375286,0.126608796074715,-0.0166540463656174,"2007-05","2007-Q2",399600,-0.155655655655656,"2005-12"
2017-04-30,75892,"41051","KY","Cincinnati","Kenton","Independence",3888,169300,0.00474777448071217,0.0174278846153846,0.0627746390458255,0.0307629338297268,0.0107045726927322,"2017-04","2017-Q2",169300,0,"2017-04"
2017-04-30,71834,"32169","FL","Daytona Beach","Volusia","New Smyrna Beach",3889,326300,0.00307408545957578,0.0117829457364341,0.0639060971633518,0.0869143753019848,-0.00743988225622672,"2006-02","2006-Q1",395100,-0.174133130852949,"2005-04"
2017-04-30,78966,"48093","MI","Detroit","Macomb","Warren",3890,134400,0.000744601638123604,0.0112866817155756,0.0953545232273839,0.119010340658198,-0.00715098896535127,"2005-11","2005-Q4",157400,-0.146124523506989,"2000-01"
2017-04-30,89383,"72116","AR","Little Rock","Pulaski","North Little Rock",3891,164800,-0.00362756952841596,-0.00961538461538462,0.0141538461538462,0.00517651528941276,0.00239782654653342,"2015-01","2015-Q1",167000,-0.0131736526946108,"2014-12"
2017-04-30,72476,"33174","FL","Miami-Fort Lauderdale","Miami-Dade","Fountainbleau",3892,237300,-0.00294117647058824,-0.00959933222036728,0.0718157181571816,0.118262027949786,-0.0230752790029978,"2007-04","2007-Q2",299700,-0.208208208208208,"2005-08"
2017-04-30,78058,"46250","IN","Indianapolis","Marion","Indianapolis",3893,180200,0.00278241513633834,0.0146396396396396,0.06,0.0307199303125965,-0.000773612706566396,"2006-11","2006-Q4",190900,-0.0560502881089576,"2006-03"
2017-04-30,72843,"33830","FL","Lakeland","Polk","Bartow",3894,114700,0.0105726872246696,0.0342651036970243,0.198537095088819,0.117212022741535,-0.015651824809319,"2006-11","2006-Q4",137300,-0.164603058994902,"2005-12"
2017-04-30,90784,"75232","TX","Dallas-Fort Worth","Dallas","Dallas",3895,131600,0.0123076923076923,0.0378548895899054,0.189873417721519,0.143531586155965,0.0257062804222083,"2017-04","2017-Q2",131600,0,"2017-04"
2017-04-30,77592,"45331","OH","Greenville","Darke","Greenville",3896,103100,0.0177690029615005,0.0467005076142132,-0.042711234911792,0.0252822872827503,-0.0139080858983136,"2007-01","2007-Q1",119700,-0.138680033416876,"2004-06"
2017-04-30,84314,"60051","IL","Chicago","McHenry","Lakemoor",3897,172800,0.00115874855156431,0.0075801749271137,0.067325509573811,0.0291161355181135,-0.024611110053924,"2007-09","2007-Q3",225200,-0.232682060390764,"2002-08"
2017-04-30,79757,"49444","MI","Muskegon","Muskegon","Muskegon Heights",3898,64700,0.0046583850931677,0.0221169036334913,0.0711920529801325,0.023520061453485,,"2017-04","2017-Q2",64700,0,"2017-04"
2017-04-30,77016,"44116","OH","Cleveland","Cuyahoga","Rocky River",3899,241300,0.00499791753436068,0.0351780351780352,0.0968181818181818,0.0583772082651932,0.0214279812622225,"2017-04","2017-Q2",241300,0,"2017-04"
2017-04-30,70867,"30088","GA","Atlanta","Dekalb","Stone Mountain",3900,108500,0.00277264325323475,0.0245514636449481,0.167922497308934,0.121335736633413,-0.0157752935557647,"2006-03","2006-Q1",135200,-0.197485207100592,"2000-03"
2017-04-30,97805,"94603","CA","San Francisco","Alameda","Oakland",3901,374900,0.00267451190157796,0.0234780234780235,0.16791277258567,0.193826431938221,-0.0149848842224267,"2006-11","2006-Q4",443600,-0.154869251577998,"2005-06"
2017-04-30,91312,"76209","TX","Dallas-Fort Worth","Denton","Denton",3902,167200,0.00601684717208183,0.0301910043130006,0.13509843856076,0.0946087842231575,,"2017-04","2017-Q2",167200,0,"2017-04"
2017-04-30,71260,"30655","GA","Atlanta","Walton","Monroe",3903,143400,0.00349895031490553,0.0112834978843441,0.0830815709969789,0.075401897917176,0.00808912732381151,"2017-04","2017-Q2",143400,0,"2017-04"
2017-04-30,80978,"52403","IA","Cedar Rapids","Linn","Cedar Rapids",3904,128900,0.0149606299212598,0.0246422893481717,-0.00154918667699458,0.0120613648838823,0.00180206178879661,"2016-07","2016-Q3",131900,-0.0227445034116755,"2016-04"
2017-04-30,93552,"80817","CO","Colorado Springs","El Paso","Fountain",3905,221400,0.00453720508166969,0.0202764976958525,0.103139013452915,0.0581427385732063,0.0190085512847977,"2017-04","2017-Q2",221400,0,"2017-04"
2017-04-30,77649,"45406","OH","Dayton","Montgomery","Dayton",3906,49700,0.00201612903225806,0.016359918200409,0.0688172043010753,0.0187125051376038,-0.0314321958641005,"2005-04","2005-Q2",71400,-0.303921568627451,
2017-04-30,73166,"34677","FL","Tampa","Pinellas","Oldsmar",3907,216200,0.00138953219082909,0.00980850070060719,0.118468701500259,0.112095357614166,0.000649865328071986,"2006-05","2006-Q2",227800,-0.0509218612818262,"2005-12"
2017-04-30,60789,"07748","NJ","New York","Monmouth","Middletown",3908,408300,0.00147167034584253,0.00270137524557957,0.00220913107511046,0.0291849450620068,-0.00720088830256393,"2006-04","2006-Q2",452300,-0.0972805659960203,"2004-09"
2017-04-30,65908,"19406","PA","Philadelphia","Montgomery","King of Prussia",3909,286300,0.00491400491400491,-0.00174337517433752,0.0343208092485549,0.025606629609713,-0.00196941716447419,"2007-07","2007-Q3",293100,-0.0232002729443876,"2005-11"
2017-04-30,93582,"80904","CO","Colorado Springs","El Paso","Colorado Springs",3910,248600,0.00688537869582827,0.0311074243052675,0.105871886120996,0.0609937915818211,,"2017-04","2017-Q2",248600,0,"2017-04"
2017-04-30,58197,"01002","MA","Springfield","Hampshire","Amherst",3911,316300,0.00444585582724675,0.011512631915574,0.0418313570487484,0.0248263807571909,0.000857651756651423,"2007-11","2007-Q4",323300,-0.0216517166718218,"2007-06"
2017-04-30,87104,"66104","KS","Kansas City","Wyandotte","Kansas City",3912,52400,0.00963391136801541,0.0214424951267056,0.124463519313305,0.0300031916208492,-0.0304654110185966,"2007-07","2007-Q3",73000,-0.282191780821918,"2001-08"
2017-04-30,97468,"93901","CA","Salinas","Monterey","Salinas",3913,494500,0.00651333197638917,0.0244458255645328,0.150267504070714,0.12616163928247,-0.0130121053364859,"2006-04","2006-Q2",638000,-0.224921630094044,"2004-07"
2017-04-30,99550,"98072","WA","Seattle","King","Woodinville",3914,692000,0.011104617182934,0.0311428997168827,0.155065932231681,0.110415806491132,0.0242990643611718,"2017-04","2017-Q2",692000,0,"2017-04"
2017-04-30,60526,"07010","NJ","New York","Bergen","Cliffside Park",3915,464000,0.0106730559790895,0.0382635936451108,0.0768159665815735,0.0456395525912732,-0.00929146610193488,"2006-11","2006-Q4",509500,-0.0893032384690873,"2005-10"
2017-04-30,85893,"63052","MO","St. Louis","Jefferson","Imperial",3916,171300,0.00528169014084507,0.0232974910394265,0.0580605311920939,0.0256841033938191,-0.00527287290928902,"2007-01","2007-Q1",185400,-0.0760517799352751,"2005-10"
2017-04-30,67542,"23113","VA","Richmond","Chesterfield","Midlothian",3917,426000,0.000704721634954193,0.00900047370914259,0.049519586104952,0.0251753651220861,-0.00279686631632781,"2007-05","2007-Q2",438100,-0.027619265007989,"2006-06"
2017-04-30,72395,"33066","FL","Miami-Fort Lauderdale","Broward","Coconut Creek",3918,115300,0.000868055555555556,0.0131810193321617,0.100190839694656,0.128132185058294,-0.0339102137200931,"2006-05","2006-Q2",207300,-0.443801254220936,"2004-01"
2017-04-30,58659,"02145","MA","Boston","Middlesex","Somerville",3919,512500,0.00885826771653543,0.0272599719382642,0.0964912280701754,0.115815637887376,0.0512531612078682,"2017-04","2017-Q2",512500,0,"2017-04"
2017-04-30,58885,"02745","MA","Providence","Bristol","New Bedford",3920,233700,0.00819672131147541,0.0245506356861026,0.084958217270195,0.0606497361293106,-0.0049947881511645,"2006-01","2006-Q1",259300,-0.0987273428461242,"2004-08"
2017-04-30,78047,"46234","IN","Indianapolis","Marion","Indianapolis",3921,145100,-0.0142663043478261,-0.00887978142076503,0.0732248520710059,0.0330964451820623,0.00230320288536578,"2006-01","2006-Q1",149800,-0.0313751668891856,"2005-01"
2017-04-30,70522,"29505","SC","Florence","Florence","Florence",3922,138100,0.00072463768115942,0.00217706821480406,0.0222057735011103,0.0170596183611906,0.00429981672759694,"2016-10","2016-Q4",138800,-0.00504322766570605,"2016-09"
2017-04-30,60768,"07719","NJ","New York","Monmouth","Wall Township",3923,390200,0.00541097655243494,0.0252233315817131,0.0509022353891732,0.0378831254298879,-0.00537334828061953,"2006-05","2006-Q2",430900,-0.0944534694824785,"2005-04"
2017-04-30,59017,"03054","NH","Manchester","Hillsborough","Merrimack",3924,268400,0.00978179082016554,0.027958636537725,0.0680461599681655,0.051906065568021,0.00192027523109117,"2005-10","2005-Q4",276900,-0.0306970025279884,"2005-03"
2017-04-30,74925,"38637","MS","Memphis","DeSoto","Horn Lake",3925,82400,0.0024330900243309,0.00856793145654835,0.00365408038976857,0.01926961724631,,"2016-09","2016-Q3",83800,-0.0167064439140811,"2016-05"
2017-04-30,76591,"43223","OH","Columbus","Franklin","Columbus",3926,69300,0.00289435600578871,0.0176211453744493,0.05,0.0355284853795395,-0.0112485091606948,"2006-10","2006-Q4",78800,-0.120558375634518,"2002-05"
2017-04-30,73034,"34210","FL","North Port-Sarasota-Bradenton","Manatee","Bradenton",3927,174200,0.0069364161849711,0.0163360560093349,0.0437387657279808,0.089457913533423,-0.0218649027936143,"2006-02","2006-Q1",252700,-0.310645033636723,"2004-10"
2017-04-30,81428,"53713","WI","Madison","Dane","Madison",3928,186700,0.00646900269541779,0.0235745614035088,0.0754608294930876,0.0432201590578671,0.0106699710815048,"2017-04","2017-Q2",186700,0,"2017-04"
2017-04-30,66495,"20602","MD","Washington","Charles","Waldorf",3929,241800,-0.00165152766308836,0.00582362728785358,0.041343669250646,0.0492883135446001,-0.0270528220174062,"2007-03","2007-Q1",318700,-0.241292751804205,"2005-03"
2017-04-30,84272,"60002","IL","Chicago","Lake","Antioch",3930,197500,-0.00151668351870576,0.0071392146863845,0.059549356223176,0.0321478349853037,-0.0210413158070416,"2006-02","2006-Q1",246600,-0.199107866991079,"2002-10"
2017-04-30,60131,"06074","CT","Hartford","Hartford","South Windsor",3931,243100,0.00288778877887789,0.0037159372419488,0.0366737739872068,0.00860959205942224,-0.012791281142413,"2007-03","2007-Q1",276600,-0.121113521330441,"2004-07"
2017-04-30,92334,"78238","TX","San Antonio","Bexar","San Antonio",3932,137000,0.00513573000733676,0.0216256524981357,0.062015503875969,0.0544441221044405,0.0192657101155576,"2017-04","2017-Q2",137000,0,"2017-04"
2017-04-30,89594,"72501","AR","Batesville","Independence","Batesville",3933,101400,-0.0174418604651163,-0.0388625592417062,0.0242424242424242,0.0243671732107062,0.0153177530867259,"2016-12","2016-Q4",106000,-0.0433962264150943,"2016-09"
2017-04-30,79244,"48503","MI","Flint","Genesee","Flint",3934,54300,0.00369685767097967,0,0.0149532710280374,0.0797410705049197,-0.0271421697043575,"2005-08","2005-Q3",76100,-0.28646517739816,"1997-06"
2017-04-30,60466,"06830","CT","Stamford","Fairfield","Greenwich",3935,1656900,-0.0120446007989983,-0.0374695015684908,0.0284277822605673,0.0531706172229882,0.00218055103312609,"2016-12","2016-Q4",1733300,-0.0440777707263601,"2016-11"
2017-04-30,98433,"95824","CA","Sacramento","Sacramento","Sacramento",3936,210300,0.0144717800289436,0.0431547619047619,0.196926579396699,0.197782733590678,-0.015637359868809,"2005-12","2005-Q4",278200,-0.244069015097052,"2004-08"
2017-04-30,99440,"97838","OR","Hermiston-Pendleton","Umatilla","Hermiston",3937,179200,0.00730747611017426,0.0193401592718999,0.0717703349282297,0.0574984561631362,0.0313550788981538,"2017-04","2017-Q2",179200,0,"2017-04"
2017-04-30,94598,"84601","UT","Provo","Utah","Provo",3938,206900,0.00436893203883495,0.0147130946542423,0.115363881401617,0.0824908923982888,0.0100020873459041,"2017-04","2017-Q2",206900,0,"2017-04"
2017-04-30,58274,"01109","MA","Springfield","Hampden","Springfield",3939,122900,0.011522633744856,0.030176026823135,0.101254480286738,0.0414782147577564,-0.00358961453094719,"2006-09","2006-Q3",130200,-0.0560675883256528,"2005-11"
2017-04-30,78119,"46375","IN","Chicago","Lake","Schererville",3940,215500,0.00185960018596002,0.00653900046707146,0.0218112849691797,0.0207174366340819,,"2014-11","2014-Q4",227500,-0.0527472527472527,"2014-10"
2017-04-30,84854,"61244","IL","Davenport","Rock Island","East Moline",3941,84900,-0.0196304849884527,-0.0649779735682819,-0.141557128412538,-0.012256937665428,-0.00515134496599134,"2016-04","2016-Q2",98900,-0.141557128412538,"2004-09"
2017-04-30,89097,"71446","LA","Fort Polk South","Vernon","Leesville",3942,151000,0.00935828877005348,0.0202702702702703,0.0195813639432816,0.0332794315699905,0.0817797583400555,"2017-04","2017-Q2",151000,0,"2017-04"
2017-04-30,87513,"67218","KS","Wichita","Sedgwick","Wichita",3943,84400,0,0.00956937799043062,0.0536828963795256,0.0185218361253976,0.0126910018158368,"2001-11","2001-Q4",103300,-0.18296224588577,"2000-11"
2017-04-30,77132,"44319","OH","Akron","Summit","Portage Lakes",3944,134300,-0.00222882615156018,-0.00370919881305638,0.0275439938791125,0.0263900695026993,-0.00314663724980557,"2005-05","2005-Q2",139000,-0.0338129496402878,"2004-07"
2017-04-30,95515,"88012","NM","Las Cruces","Dona Ana","Las Cruces",3945,137100,0.00219298245614035,0.00957290132547865,0.0285071267816954,0.00190729085849295,-0.0147720417373985,"2008-02","2008-Q1",168300,-0.185383244206774,"2005-08"
2017-04-30,82229,"55378","MN","Minneapolis-St Paul","Scott","Savage",3946,289700,0.00276912426445137,0.00800278357689631,0.0956883509833586,0.0597853623237308,0.00198914238556092,"2017-04","2017-Q2",289700,0,"2017-04"
2017-04-30,94286,"83714","ID","Boise City","Ada","Garden City",3947,192100,0.0110526315789474,0.028372591006424,0.0964611872146119,0.0817265214850087,-0.00929334917860392,"2007-03","2007-Q1",211000,-0.0895734597156398,"2006-07"
2017-04-30,69971,"28461","NC","Myrtle Beach","Brunswick","Saint James",3948,223700,-0.00133928571428571,0.0040394973070018,-0.00223015165031222,0.0354946056408267,-0.0341980429025613,"2007-09","2007-Q3",318200,-0.296983029541169,"2005-06"
2017-04-30,91696,"77047","TX","Houston","Harris","Houston",3949,137400,0.00512070226773957,-0.0157593123209169,0.00291970802919708,0.0770495387571877,0.0067975983561841,"2016-10","2016-Q4",144600,-0.0497925311203319,"2016-05"
2017-04-30,88179,"68803","NE","Grand Island","Hall","Grand Island",3950,158800,-0.00251256281407035,-0.00376411543287327,0.0140485312899106,0.0411544534631028,0.0243858981498482,"2017-02","2017-Q1",159400,-0.00376411543287327,"2016-12"
2017-04-30,58783,"02478","MA","Boston","Middlesex","Belmont",3951,925700,0.00532145960034752,0.0234383637368712,0.0790301899988344,0.0706533347367797,0.0368227632687421,"2017-04","2017-Q2",925700,0,"2017-04"
2017-04-30,81244,"53144","WI","Chicago","Kenosha","Kenosha",3952,155800,0.0012853470437018,0.00972132209980557,0.0463398253861652,0.0205979018685234,-0.0114975173666035,"2006-11","2006-Q4",176800,-0.118778280542986,"2004-09"
2017-04-30,73075,"34275","FL","North Port-Sarasota-Bradenton","Sarasota","Nokomis",3953,325000,-0.013357619914997,-0.0358943933550875,0.0307643514113543,0.0794048468194255,-0.00951344421628209,"2006-01","2006-Q1",417300,-0.221183800623053,"2005-02"
2017-04-30,65699,"19018","PA","Philadelphia","Delaware","Upper Darby Township",3954,135100,-0.0029520295202952,-0.00221565731166913,0.0360429447852761,-0.017009076420528,-0.0206811563142196,"2007-10","2007-Q4",168400,-0.197743467933492,"2005-01"
2017-04-30,62100,"11414","NY","New York","Queens","New York",3955,552500,0.0124610591900312,0.0399021268586486,0.105884707766213,0.0334893357033299,-0.0114604276681124,"2006-12","2006-Q4",630700,-0.123989218328841,"2006-01"
2017-04-30,74674,"38138","TN","Memphis","Shelby","Germantown",3956,269200,0.00223380491437081,0.0105105105105105,0.0450310559006211,0.0342338094771983,0.00991849467456807,"2017-04","2017-Q2",269200,0,"2017-04"
2017-04-30,87857,"68106","NE","Omaha","Douglas","Omaha",3957,133400,-0.00298953662182362,-0.00447761194029851,0.0341085271317829,0.0376355838621587,0.00700944729660291,"2017-02","2017-Q1",134000,-0.00447761194029851,"2016-12"
2017-04-30,81275,"53189","WI","Milwaukee","Waukesha","Waukesha",3958,269200,-0.00700848395426042,-0.0189504373177843,0.0602599448601812,0.031706634950676,0.00275296709918882,"2017-01","2017-Q1",274400,-0.0189504373177843,"2016-09"
2017-04-30,93245,"80113","CO","Denver","Arapahoe","Englewood",3959,395700,0.00508001016002032,0.0174852147081512,0.116534988713318,0.118243285845376,0.0557107482646755,"2017-04","2017-Q2",395700,0,"2017-04"
2017-04-30,100274,"99577","AK","Anchorage","Anchorage","Anchorage",3960,316700,0.00126462219411951,0.000631911532385466,-0.00283375314861461,0.013953679683093,-0.00759806933274665,"2006-11","2006-Q4",343600,-0.0782887077997672,"2006-01"
2017-04-30,96745,"92236","CA","Riverside","Riverside","Coachella",3961,223700,0.00629779577147998,0.0191343963553531,0.0864497328800388,0.144734427849244,-0.0263929346110485,"2006-05","2006-Q2",308900,-0.275817416639689,"2005-05"
2017-04-30,71285,"30720","GA","Dalton","Whitfield","Dalton",3962,131600,0.00304878048780488,0,0.0502793296089385,0.0484025493869931,-0.00143241900206559,"2006-02","2006-Q1",135900,-0.0316409124356144,"2005-04"
2017-04-30,62160,"11570","NY","New York","Nassau","Rockville Centre",3963,686900,0.0082195802142962,0.0295263788968825,0.0564441710243002,0.039111357032235,0.00541323347472922,"2017-04","2017-Q2",686900,0,"2017-04"
2017-04-30,98069,"95242","CA","Stockton","San Joaquin","Lodi",3964,351400,0.0115141047783535,0.0374963094183643,0.101567398119122,0.1053108437911,-0.00671713598654378,"2006-02","2006-Q1",436500,-0.19495990836197,"2004-12"
2017-04-30,62383,"12078","NY","Gloversville","Fulton","Gloversville",3965,82300,0.00121654501216545,0,0.057840616966581,0.0120911482647641,-0.00156601375954657,"2008-01","2008-Q1",88000,-0.0647727272727273,"2007-02"
2017-04-30,96939,"92602","CA","Los Angeles-Long Beach-Anaheim","Orange","Irvine",3966,867500,-0.0020706315426205,-0.0100422229829967,0.0265057389658029,0.0623527374521871,0.00543875128785376,"2006-03","2006-Q1",893300,-0.0288816746893541,"2005-11"
2017-04-30,76766,"43607","OH","Toledo","Lucas","Toledo",3967,48200,0.0126050420168067,0.0190274841437632,0.131455399061033,0.00677454006748812,-0.0176585817864219,"2006-03","2006-Q1",60300,-0.200663349917081,"2002-01"
2017-04-30,96740,"92231","CA","El Centro","Imperial","Calexico",3968,211500,0.00142045454545455,0.020260492040521,0.122015915119363,0.103936600171424,-0.0258420831442454,"2006-08","2006-Q3",287200,-0.26357938718663,"2005-04"
2017-04-30,95158,"86303","AZ","Prescott","Yavapai","Prescott",3969,310500,0.00323101777059774,0.0051796697960505,0.0960112954465231,0.0789005597615087,-0.0108813921785845,"2006-09","2006-Q3",348400,-0.108783008036739,"2005-10"
2017-04-30,74921,"38632","MS","Memphis","DeSoto","Hernando",3970,171200,0.00765155974102413,0.022089552238806,0.0451770451770452,0.0336351499406644,,"2017-04","2017-Q2",171200,0,"2017-04"
2017-04-30,84821,"61103","IL","Rockford","Winnebago","Rockford",3971,65200,0.00617283950617284,0.01875,0.0349206349206349,-0.00183039665680429,-0.0352015541785248,"2007-07","2007-Q3",94400,-0.309322033898305,"1998-09"
2017-04-30,74483,"37804","TN","Knoxville","Blount","Maryville",3972,145400,0.00972222222222222,0.0356125356125356,0.076239822353812,0.0394928769210121,0.0141824841013494,"2017-04","2017-Q2",145400,0,"2017-04"
2017-04-30,66246,"20152","VA","Washington","Loudoun","Chantilly",3973,514600,-0.000582637405321422,0.00645413651476628,0.0157915515199368,0.0343702282547771,-0.00751144874663978,"2005-10","2005-Q4",627600,-0.180050987890376,"2004-10"
2017-04-30,100326,"99645","AK","Anchorage","Matanuska Susitna","Palmer",3974,247800,-0.00441944556046605,0.00405186385737439,0.0226991333058192,0.029571156094653,-0.00207459699593893,"2009-11","2009-Q4",264000,-0.0613636363636364,"2008-01"
2017-04-30,72728,"33625","FL","Tampa","Hillsborough","Citrus Park",3975,207300,0.00679941719281204,0.029806259314456,0.0968253968253968,0.0956375679133081,-0.0107238547417887,"2006-11","2006-Q4",232900,-0.109918419922714,"2005-11"
2017-04-30,70936,"30168","GA","Atlanta","Cobb","Austell",3976,124100,0.00976403580146461,0.0298755186721992,0.0791304347826087,0.107744925383219,-0.0115586600407743,"2007-07","2007-Q3",140900,-0.119233498935415,"2003-02"
2017-04-30,69485,"27701","NC","Durham","Durham","Durham",3977,134400,0.0135746606334842,0.0330514988470407,0.107996702390767,0.0352951155545487,,"2017-04","2017-Q2",134400,0,"2017-04"
2017-04-30,76479,"43035","OH","Columbus","Franklin","Columbus",3978,285900,-0.00729166666666667,0.000700035001750087,0.0358695652173913,0.0416801210629891,0.0163491297789242,"2017-03","2017-Q1",288000,-0.00729166666666667,"2017-03"
2017-04-30,67248,"22408","VA","Washington","Spotsylvania","Fredericksburg",3979,255400,0.00551181102362205,0.018341307814992,0.0713087248322148,0.0583963214124412,-0.0157692947333277,"2006-05","2006-Q2",317600,-0.195843828715365,"2004-12"
2017-04-30,60752,"07675","NJ","New York","Bergen","River Vale",3980,553500,0.00144743984078162,0.0102208432195656,0.0351599027492052,0.0299801378816671,-0.00459704691466811,"2006-07","2006-Q3",591900,-0.0648758236188545,"2005-02"
2017-04-30,73212,"34769","FL","Orlando","Osceola","Saint Cloud",3981,159000,0.00952380952380952,0.017274472168906,0.139784946236559,0.151610175272185,-0.020403428432093,"2006-12","2006-Q4",199000,-0.201005025125628,"2005-07"
2017-04-30,96284,"91042","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",3982,560400,0.00610412926391382,0.0189090909090909,0.0713056776906901,0.103810202974755,0.00431179202090193,"2017-04","2017-Q2",560400,0,"2017-04"
2017-04-30,98950,"96819","HI","Urban Honolulu","Honolulu","Honolulu",3983,828000,0.00314998788466198,0.0116065974343311,0.100186021791124,0.0565156589916926,0.0244206011985051,"2017-04","2017-Q2",828000,0,"2017-04"
2017-04-30,72894,"33901","FL","Fort Myers","Lee","Fort Myers",3984,153000,-0.000653167864141084,-0.00520156046814044,0.0866477272727273,0.15761120885936,-0.0243638711362593,"2006-06","2006-Q2",213400,-0.283036551077788,"2005-03"
2017-04-30,73618,"35805","AL","Huntsville","Madison","Huntsville",3985,67000,-0.0014903129657228,-0.00445765230312036,-0.0589887640449438,0.0036210965980672,-0.0135584469698158,"2008-11","2008-Q4",81100,-0.173859432799014,"2006-03"
2017-04-30,77532,"45241","OH","Cincinnati","Hamilton","Sharonville",3986,213300,0.000469043151969981,0.0157142857142857,0.0670335167583792,0.038014733307365,0.00466508185035464,"2017-04","2017-Q2",213300,0,"2017-04"
2017-04-30,96244,"90810","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",3987,429200,0.00964478946130322,0.035214664737096,0.0918341388959552,0.110619256773976,-0.0109177229594338,"2007-04","2007-Q2",479000,-0.103966597077244,"2005-11"
2017-04-30,67775,"23607","VA","Virginia Beach","Newport News City","Newport News",3988,102400,0.00490677134445535,0.000977517106549365,0.097534833869239,0.0296066459026023,-0.0124780134656867,"2007-12","2007-Q4",119300,-0.141659681475272,"2006-02"
2017-04-30,79139,"48329","MI","Detroit","Oakland","Waterford",3989,157800,0.00445576066199873,0.0147909967845659,0.0698305084745763,0.123128011781301,-0.000505562239219381,"2005-12","2005-Q4",170500,-0.0744868035190616,"2002-06"
2017-04-30,91665,"77016","TX","Houston","Harris","Houston",3990,66300,-0.0206794682422452,-0.0753138075313808,-0.00748502994011976,,,"2016-08","2016-Q3",72800,-0.0892857142857143,"2016-06"
2017-04-30,63933,"15202","PA","Pittsburgh","Allegheny","Bellevue",3991,132700,-0.000753012048192771,0.00759301442672741,0.0814995925020375,0.0597034173883315,,"2017-03","2017-Q1",132800,-0.000753012048192771,"2017-03"
2017-04-30,95841,"89145","NV","Las Vegas","Clark","Las Vegas",3992,196400,0.0118495620814013,0.0320546505517604,0.108352144469526,0.15804639284733,-0.0288516875164422,"2006-06","2006-Q2",276200,-0.288921071687183,"2004-06"
2017-04-30,75577,"40223","KY","Louisville/Jefferson County","Jefferson","Jeffersontown",3993,248000,-0.0162633875446251,-0.0193752471332542,0.0433319310054691,0.0388182337997189,0.0194732548243561,"2017-02","2017-Q1",254600,-0.025923016496465,"2016-12"
2017-04-30,91672,"77023","TX","Houston","Harris","Houston",3994,137900,0.0117388114453412,0.022238695329874,0.0446969696969697,0.0843145557994987,0.0297099021734755,"2016-10","2016-Q4",138700,-0.00576784426820476,"2016-09"
2017-04-30,62211,"11731","NY","New York","Suffolk","East Northport",3995,450100,0.00896659941717104,0.0280950205573321,0.0570690465007046,0.0252180175648968,-0.0125518158550215,"2006-09","2006-Q3",518300,-0.131584024696122,"2004-08"
2017-04-30,85930,"63112","MO","St. Louis","Saint Louis City","Saint Louis",3996,142800,0.00918727915194346,0.0712678169542386,0.363896848137536,0.0658747417967822,0.00759040280073964,"2017-04","2017-Q2",142800,0,"2017-04"
2017-04-30,60404,"06704","CT","New Haven","New Haven","Waterbury",3997,92200,0.0054525627044711,0.02330743618202,0.0154185022026432,-0.00948538163334645,-0.0401511088096491,"2006-06","2006-Q2",141000,-0.346099290780142,"2003-07"
2017-04-30,84284,"60015","IL","Chicago","Lake","Deerfield",3998,496700,-0.00301083902047371,0.000201369311316955,-0.0105577689243028,0.049826036963232,-0.012538836554465,"2006-12","2006-Q4",566700,-0.123522145756132,"2004-10"
2017-04-30,61171,"08755","NJ","New York","Ocean","Toms River",3999,268500,-0.00334075723830735,0.0003725782414307,0.0170454545454545,0.0333322718075593,-0.0177922502545659,"2006-04","2006-Q2",330100,-0.186610118146016,"2003-11"
2017-04-30,96778,"92277","CA","Riverside","San Bernardino","Twentynine Palms",4000,101200,0.0140280561122244,0.0454545454545455,0.144796380090498,0.0505114873990493,-0.0369068301604667,"2006-11","2006-Q4",153900,-0.342430149447693,"2005-01"
