"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-04-30,61639,"10025","NY","New York","New York","New York",0,1151500,0.00409836065573771,0.00261210274270788,0.081728511038046,0.0874821551953426,,"2016-12","2016-Q4",1163600,-0.0103987624613269,"2016-11"
2017-04-30,84654,"60657","IL","Chicago","Cook","Chicago",1,325500,0.00431965442764579,0.014018691588785,0.025843050740624,0.0449182553633656,0.00189361321212478,"2017-04","2017-Q2",325500,0,"2017-04"
2017-04-30,84616,"60614","IL","Chicago","Cook","Chicago",2,404800,-0.0243432152325862,-0.0318105716335805,0.00148441365660564,0.0468968798139719,0.00393770925100889,"2017-02","2017-Q1",419300,-0.0345814452659194,"2016-10"
2017-04-30,93144,"79936","TX","El Paso","El Paso","El Paso",3,114600,-0.00174216027874564,-0.00261096605744125,0.0278026905829596,0.00460033580096897,-0.0113828297434619,"2007-12","2007-Q4",131100,-0.125858123569794,"2006-08"
2017-04-30,84640,"60640","IL","Chicago","Cook","Chicago",4,207100,0.00145067698259188,0.0186915887850467,0.0571720265441552,0.0500883729520774,-0.0135201105687719,"2007-02","2007-Q1",237800,-0.129100084104289,"2003-06"
2017-04-30,91733,"77084","TX","Houston","Harris","Houston",5,152900,-0.00325945241199478,-0.0242501595405233,0.0072463768115942,0.0710149903834907,0.0176167483727514,"2016-08","2016-Q3",161400,-0.0526641883519207,"2016-05"
2017-04-30,97564,"94109","CA","San Francisco","San Francisco","San Francisco",6,1141200,0.00422386483632524,0.00866183489482058,0.00237154150197628,0.10168282818909,0.0346830244472129,"2016-02","2016-Q1",1154500,-0.0115201385881334,"2016-01"
2017-04-30,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",7,311200,0.0048433968356474,0.0189914865749836,0.0831883049077619,0.0975466936609577,0.0434946360396482,"2017-04","2017-Q2",311200,0,"2017-04"
2017-04-30,62037,"11226","NY","New York","Kings","New York",8,642200,0.020174741858618,0.0469514183240952,0.191686769344962,0.120987073367131,0.0440021237863077,"2017-04","2017-Q2",642200,0,"2017-04"
2017-04-30,91940,"77449","TX","Houston","Harris","Cypress",9,155000,-0.00128865979381443,-0.0245437382001259,0.0130718954248366,0.0781470875194994,0.0148924672458008,"2016-11","2016-Q4",162600,-0.046740467404674,"2016-06"
2017-04-30,61630,"10016","NY","New York","New York","New York",10,994900,0.0128270385829176,0.0378677237638222,0.125707173568681,0.079844465405212,0.0367631662799484,"2017-04","2017-Q2",994900,0,"2017-04"
2017-04-30,71831,"32162","FL","The Villages","Sumter","The Villages",11,247800,0.00121212121212121,0.00323886639676113,0.00568181818181818,0.0444201200278083,-0.00120266018025506,"2007-01","2007-Q1",253800,-0.0236406619385343,"2006-09"
2017-04-30,84646,"60647","IL","Chicago","Cook","Chicago",12,333200,0.00120192307692308,0.0106157112526539,0.0864036517769808,0.0850912275634721,0.00819030682686384,"2017-04","2017-Q2",333200,0,"2017-04"
2017-04-30,74242,"37211","TN","Nashville","Davidson","Nashville",13,221500,0.0109539023277042,0.0278422273781903,0.14352090862158,0.107066989418883,0.04107463944872,"2017-04","2017-Q2",221500,0,"2017-04"
2017-04-30,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",14,571800,0.00527426160337553,0.0181623931623932,0.0987701767870869,0.104734376678483,,"2017-04","2017-Q2",571800,0,"2017-04"
2017-04-30,74101,"37013","TN","Nashville","Davidson","Nashville",15,182000,0.0116731517509728,0.0288298473713963,0.124150710315009,0.078033545152522,0.0202759957246388,"2017-04","2017-Q2",182000,0,"2017-04"
2017-04-30,84620,"60618","IL","Chicago","Cook","Chicago",16,334800,-0.00238379022646007,-0.00119331742243437,0.047887323943662,0.065055885114232,-0.00437323184717797,"2007-02","2007-Q1",351100,-0.0464255197949302,"2006-01"
2017-04-30,61703,"10128","NY","New York","New York","New York",17,1246200,0.036685799850262,0.0923913043478261,0.277891714520098,0.0859133701843384,0.0408921501718267,"2017-04","2017-Q2",1246200,0,"2017-04"
2017-04-30,61625,"10011","NY","New York","New York","New York",18,1494300,-0.00340136054421769,0.0263754378734803,0.200240963855422,0.125089654792535,,"2017-03","2017-Q1",1499400,-0.00340136054421769,"2017-03"
2017-04-30,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,175600,0.00285551113649343,0.0138568129330254,0.0726939523518632,0.0566687711072775,0.0101070478819811,"2017-04","2017-Q2",175600,0,"2017-04"
2017-04-30,71067,"30349","GA","Atlanta","Clayton","Riverdale",20,114400,-0.00866551126516464,0.0106007067137809,0.15438950554995,0.128519847290473,-0.0197813487975315,"2006-04","2006-Q2",142300,-0.196064652143359,"2001-05"
2017-04-30,93123,"79912","TX","El Paso","El Paso","El Paso",21,169200,-0.00353356890459364,-0.00294637595757219,0.00894454382826476,0,-0.00995285618113839,"2007-12","2007-Q4",189700,-0.108065366367949,"2006-06"
2017-04-30,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",22,1305300,0.00593403205918619,0.0203236144766669,0.0552995391705069,0.109923215742703,0.0243487286755142,"2017-04","2017-Q2",1305300,0,"2017-04"
2017-04-30,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",23,380500,0.00131578947368421,0.0133155792276964,0.101621308627678,0.180454669960278,-0.0164831060043653,"2006-08","2006-Q3",468000,-0.186965811965812,"2004-11"
2017-04-30,61617,"10003","NY","New York","New York","New York",24,1300800,0.0380655973186498,0.0887177770338132,0.18772826880935,0.0928144516027607,0.0455406308578339,"2017-04","2017-Q2",1300800,0,"2017-04"
2017-04-30,61802,"10462","NY","New York","Bronx","New York",25,129000,0.018957345971564,0.0634789777411377,0.212406015037594,0.0658040700734646,,"2009-03","2009-Q1",131300,-0.0175171363290175,
2017-04-30,61796,"10456","NY","New York","Bronx","New York",26,339900,0.0116071428571429,0.0435984034387473,0.124751819986764,0.0429835187097896,,"2017-04","2017-Q2",339900,0,"2017-04"
2017-04-30,84615,"60613","IL","Chicago","Cook","Chicago",27,204900,0.00244618395303327,0.00737463126843658,0.0296482412060301,0.0375629937737976,-0.014946042544405,"2007-09","2007-Q3",241500,-0.151552795031056,"2002-03"
2017-04-30,66133,"20009","DC","Washington","District of Columbia","Washington",28,567300,-0.00351308624626735,0.0146664281881595,0.076879271070615,0.0532397647243732,0.025527400358611,"2017-03","2017-Q1",569300,-0.00351308624626735,"2017-03"
2017-04-30,66126,"20002","DC","Washington","District of Columbia","Washington",29,616100,-0.00064882400648824,0.0200331125827815,0.0519037049684139,0.104099602414007,,"2017-03","2017-Q1",616500,-0.00064882400648824,"2017-03"
2017-04-30,66843,"21234","MD","Baltimore","Baltimore","Parkville",30,204200,0.00147130946542423,0.00740009866798224,0.0235588972431078,0.024753751846333,-0.00978510541439159,"2007-07","2007-Q3",225800,-0.095659875996457,"2005-12"
2017-04-30,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",31,192200,0.00208550573514077,0.0245202558635394,0.087719298245614,0.0504100796331948,0.00317654773820775,"2017-04","2017-Q2",192200,0,"2017-04"
2017-04-30,91685,"77036","TX","Houston","Harris","Houston",32,100300,0.0070281124497992,-0.0474833808167141,-0.0492890995260664,0.05050221888881,0.0159742874235089,"2016-08","2016-Q3",117400,-0.145655877342419,"2015-07"
2017-04-30,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",33,166600,0.00180396873120866,0.00725513905683192,0.0748387096774194,0.136674445120406,0.00169639308092262,"2017-04","2017-Q2",166600,0,"2017-04"
2017-04-30,61803,"10463","NY","New York","Bronx","New York",34,474900,0.0002106149957877,0.0117170856412441,0.174913409203365,0.0235615996425966,0.00174327800538721,"2008-11","2008-Q4",560700,-0.153023006955591,"2008-05"
2017-04-30,84630,"60629","IL","Chicago","Cook","Chicago",35,162500,0.00184956843403206,0.016260162601626,0.113013698630137,0.0695577257592346,-0.0350626545534559,"2006-08","2006-Q3",233300,-0.303471924560652,"2003-06"
2017-04-30,84627,"60625","IL","Chicago","Cook","Chicago",36,264600,-0.00226244343891403,0.00761614623000762,0.0579768092762895,0.0506301815039409,-0.0141734028184098,"2007-10","2007-Q4",309800,-0.145900581020013,"2004-09"
2017-04-30,62017,"11206","NY","New York","Kings","New York",37,589600,0.0142783416480303,0.043355158379048,0.0757161101988688,0.0662605442214304,0.0521602111874018,"2017-04","2017-Q2",589600,0,"2017-04"
2017-04-30,62040,"11230","NY","New York","Kings","New York",38,838300,0.00672511108442416,0.019209726443769,0.110037076271186,0.10013459974805,0.0313595290016888,"2017-04","2017-Q2",838300,0,"2017-04"
2017-04-30,62020,"11209","NY","New York","Kings","New York",39,686900,0.0128280743143615,0.0149231678486998,0.16581805838425,0.06789334703698,0.0261348625988937,"2017-04","2017-Q2",686900,0,"2017-04"
2017-04-30,62012,"11201","NY","New York","Kings","New York",40,1012800,0.0251012145748988,0.0607457059069962,0.110039456378781,0.10570936313653,,"2017-04","2017-Q2",1012800,0,"2017-04"
2017-04-30,92551,"78613","TX","Austin","Williamson","Cedar Park",41,268900,0.0041075429424944,0.0158670192670948,0.0820925553319919,0.0789512303636077,0.0342581631247469,"2017-04","2017-Q2",268900,0,"2017-04"
2017-04-30,62023,"11212","NY","New York","Kings","New York",42,391200,0.0174252275682705,0.0434782608695652,0.187253414264036,0.0738938685814718,0.00453330007341091,"2017-04","2017-Q2",391200,0,"2017-04"
2017-04-30,74126,"37042","TN","Clarksville","Montgomery","Clarksville",43,125300,0.0024,-0.00159362549800797,0.0096696212731668,0.0108810851051506,0.0177352936197315,"2017-01","2017-Q1",125500,-0.00159362549800797,"2017-01"
2017-04-30,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",44,317000,0.00221308883970914,0.0137511992324912,0.0912220309810671,0.0827692953410086,0.0358918293714867,"2017-04","2017-Q2",317000,0,"2017-04"
2017-04-30,61638,"10024","NY","New York","New York","New York",45,1608200,0.0226376701004706,0.0704206602768903,0.277972027972028,0.0969988295112509,,"2017-04","2017-Q2",1608200,0,"2017-04"
2017-04-30,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",46,237300,0.00380710659898477,0.0110779718789945,0.0742417383431417,0.128248095639006,-0.00539874979379873,"2006-04","2006-Q2",259400,-0.0851966075558982,"2005-10"
2017-04-30,92271,"78130","TX","San Antonio","Comal","New Braunfels",47,196200,0.000509943906170321,0.00563813429010764,0.0918196994991653,0.0607419813698411,0.0313438951996963,"2017-04","2017-Q2",196200,0,"2017-04"
2017-04-30,62025,"11214","NY","New York","Kings","New York",48,638100,0.00917286098371026,0.0229240141070856,0.121638249252944,0.0681081080304657,0.0321962157565048,"2017-04","2017-Q2",638100,0,"2017-04"
2017-04-30,92481,"78521","TX","Brownsville","Cameron","Brownsville",49,70600,0.0158273381294964,0.0351906158357771,0.0762195121951219,0.0201423298428636,0.0265981732817657,"2017-04","2017-Q2",70600,0,"2017-04"
2017-04-30,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",50,210300,0.00573888091822095,0.021369596891695,0.0806783144912641,0.0992933363920887,0.00737570178547831,"2017-04","2017-Q2",210300,0,"2017-04"
2017-04-30,70874,"30096","GA","Atlanta","Gwinnett","Duluth",51,197300,0.00356052899287894,0.0107581967213115,0.0676406926406926,0.107155136513611,0.00700337527382855,"2017-04","2017-Q2",197300,0,"2017-04"
2017-04-30,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",52,252700,0.001585414189457,0.00277777777777778,0.0455109640049648,0.0241302487500925,-0.00515359080716837,"2007-03","2007-Q1",266300,-0.0510702215546376,"2005-11"
2017-04-30,97711,"94501","CA","San Francisco","Alameda","Alameda",53,916200,0.00306546967374644,0.0170959147424512,0.0685794261721484,0.127775656197738,0.0313296944843178,"2017-04","2017-Q2",916200,0,"2017-04"
2017-04-30,60545,"07030","NJ","New York","Hudson","Hoboken",54,757500,0.00892381459776239,0.0311734277157637,0.129080339842003,0.104617045782369,0.0409682122453467,"2017-04","2017-Q2",757500,0,"2017-04"
2017-04-30,84621,"60619","IL","Chicago","Cook","Chicago",55,143800,-0.00346500346500346,-0.00964187327823691,0.104454685099846,0.02661772883612,-0.0191641175949646,"2007-09","2007-Q3",176300,-0.184344866704481,"2005-01"
2017-04-30,89925,"73099","OK","Oklahoma City","Canadian","Yukon",56,158200,0.00253485424588086,0.00444444444444444,0.00572155117609663,0.0297958942053358,,"2016-11","2016-Q4",158900,-0.00440528634361234,"2016-08"
2017-04-30,97565,"94110","CA","San Francisco","San Francisco","San Francisco",57,1355000,0.00961180239922509,0.0267485034477533,0.0979661291629528,0.138626291020645,0.0568746032235394,"2017-04","2017-Q2",1355000,0,"2017-04"
2017-04-30,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",58,327500,0.00122286762457964,0.0083128078817734,0.0591849935316947,0.063523382792495,0.0165948524028583,"2017-04","2017-Q2",327500,0,"2017-04"
2017-04-30,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",59,188700,0.0101713062098501,0.0385250412768299,0.192040429564119,0.1107633486867,0.0402278546301129,"2017-04","2017-Q2",188700,0,"2017-04"
2017-04-30,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",60,1028200,0.00302409521022339,0.011311104553949,0.0873519458544839,0.108617795712949,0.0301721255692375,"2017-04","2017-Q2",1028200,0,"2017-04"
2017-04-30,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",61,336300,-0.0178154205607477,-0.0416072955257908,-0.0391428571428571,0.0862215554785226,-0.00982515290111208,"2006-08","2006-Q3",401900,-0.163224682756905,"2005-08"
2017-04-30,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",62,366600,-0.00999189846070753,-0.028101802757158,-0.00838517717067893,0.0882380115793813,-0.000571033881508365,"2017-01","2017-Q1",377200,-0.028101802757158,"2016-04"
2017-04-30,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",63,153500,0.0111989459815547,0.0274431057563588,0.137037037037037,0.067366882961192,0.0158990841771256,"2017-04","2017-Q2",153500,0,"2017-04"
2017-04-30,91889,"77379","TX","Houston","Harris","Tomball",64,210700,-0.00706880301602262,-0.031264367816092,-0.0957081545064378,0.0375907388818031,0.0139180317180323,"2016-03","2016-Q1",233600,-0.0980308219178082,"2014-08"
2017-04-30,62088,"11377","NY","New York","Queens","New York",65,493600,0.0202563042579578,0.0721112076455256,0.28141225337487,0.123864072353203,0.0479187584649974,"2017-04","2017-Q2",493600,0,"2017-04"
2017-04-30,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",66,394200,0.0105101256088182,0.0351890756302521,0.139635732870772,0.128795428518846,-0.00897719610568504,"2007-04","2007-Q2",431400,-0.086230876216968,"2006-05"
2017-04-30,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",67,265800,0.00491493383742911,0.00834597875569044,0.0615015974440895,0.126224504562772,-0.0101674821536137,"2006-03","2006-Q1",327500,-0.188396946564886,"2005-04"
2017-04-30,62044,"11234","NY","New York","Kings","New York",68,551000,0.00971229613340663,0.028176898675126,0.11066317274743,0.0585331424052016,0.0106121324061792,"2017-04","2017-Q2",551000,0,"2017-04"
2017-04-30,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",69,441200,0.00524037366142629,0.0158876352751554,0.0615976900866218,0.0929505457324666,-0.0086821146590057,"2006-11","2006-Q4",482700,-0.0859747255023824,"2005-10"
2017-04-30,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",70,417800,0.00360317079029546,0.0217657128882367,0.0804241013705715,0.111027109575943,-0.00907963871461648,"2006-09","2006-Q3",458800,-0.0893635571054926,"2005-11"
2017-04-30,62018,"11207","NY","New York","Kings","New York",71,371900,0.00567874526771228,0.0191833379007947,0.0723760092272203,0.0532685728706568,0.00165519482268794,"2007-12","2007-Q4",372000,-0.000268817204301075,"2007-11"
2017-04-30,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",72,218900,0.00228937728937729,0.0181395348837209,0.12083973374296,0.0861640889716624,0.0406216154646166,"2017-04","2017-Q2",218900,0,"2017-04"
2017-04-30,84619,"60617","IL","Chicago","Cook","Chicago",73,120600,0.00249376558603491,0.0177215189873418,0.0963636363636364,0.0213709794058559,-0.0300935156398693,"2007-03","2007-Q1",163800,-0.263736263736264,"2004-02"
2017-04-30,76953,"44035","OH","Cleveland","Lorain","Elyria",74,91400,-0.00109289617486339,-0.00218340611353712,0.0269662921348315,0.0249601180220544,-0.0201201719580476,"2006-09","2006-Q3",114600,-0.202443280977312,"2000-01"
2017-04-30,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",75,197100,0.00305343511450382,0.00766871165644172,0.0276329509906152,0.0225554373792969,-0.00674444080906456,"2007-09","2007-Q3",213900,-0.0785413744740533,"2006-01"
2017-04-30,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",76,71100,0.0113798008534851,0.0502215657311669,0.139423076923077,0.0390735740680328,0.00686246758902365,"2009-03","2009-Q1",74000,-0.0391891891891892,"2008-10"
2017-04-30,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",77,191700,0.00209095661265029,0.0234917245061399,0.0855039637599094,0.0931625605044379,0.00487521355915788,"2005-07","2005-Q3",201400,-0.048162859980139,"2003-11"
2017-04-30,92617,"78704","TX","Austin","Travis","Austin",78,526600,0.0181747873163186,0.0742554059567523,0.0925311203319502,0.102968979667359,0.0646716164343255,"2017-04","2017-Q2",526600,0,"2017-04"
2017-04-30,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",79,607700,0.00148319050758075,0.0109798702378972,0.0663274258641867,0.0882769022825007,-0.00163082511323309,"2006-06","2006-Q2",641800,-0.0531318167653475,"2005-12"
2017-04-30,61148,"08701","NJ","New York","Ocean","Lakewood Township",80,303400,-0.00426649163111257,-0.00361247947454844,0.0236167341430499,0.0568656713267455,0.00126117614173782,"2006-03","2006-Q1",319300,-0.0497964296899468,"2005-06"
2017-04-30,95048,"85710","AZ","Tucson","Pima","Tucson",81,163400,0.0061576354679803,0.0199750312109863,0.0922459893048128,0.0613979641131228,-0.0187255514315352,"2006-05","2006-Q2",204600,-0.201368523949169,"2005-04"
2017-04-30,87074,"66062","KS","Kansas City","Johnson","Olathe",82,229800,0.001743679163034,0.00966608084358524,0.0560661764705882,0.0419700774154126,0.0168698631140083,"2017-04","2017-Q2",229800,0,"2017-04"
2017-04-30,92654,"78745","TX","Austin","Travis","Austin",83,277200,0.0113097409704487,0.0385912326714125,0.108356657337065,0.118709559920438,0.0609545670497715,"2017-04","2017-Q2",277200,0,"2017-04"
2017-04-30,98325,"95630","CA","Sacramento","Sacramento","Folsom",84,498600,0.00645942672587808,0.0148585385711378,0.060174356793536,0.0876976593647498,0.00628919997625821,"2006-01","2006-Q1",528900,-0.0572887124220079,"2005-06"
2017-04-30,96545,"91910","CA","San Diego","San Diego","Chula Vista",85,474900,0.0002106149957877,0.0040169133192389,0.0319426336375489,0.0896136542502344,-0.00807349734824658,"2006-05","2006-Q2",546300,-0.130697419000549,"2004-09"
2017-04-30,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",86,846200,0.0129279387119943,0.0319512195121951,0.0878004884946651,0.11096557877049,0.0288864820191099,"2017-04","2017-Q2",846200,0,"2017-04"
2017-04-30,61790,"10314","NY","New York","Richmond","New York",87,473800,0.0145610278372591,0.043152796125055,0.109082397003745,0.0570611743336311,0.0125365735062477,"2017-04","2017-Q2",473800,0,"2017-04"
2017-04-30,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",88,253900,0.00157790927021696,0.0168201842210653,0.101996527777778,0.0395891390124776,-0.0023329197965567,"2007-09","2007-Q3",262100,-0.031285768790538,"2006-12"
2017-04-30,97764,"94558","CA","Napa","Napa","Napa",89,617900,0.00553295362082994,0.0189643799472296,0.0804336422451477,0.118861832476224,0.00329573063506761,"2006-02","2006-Q1",621700,-0.00611227280038604,"2006-01"
2017-04-30,62026,"11215","NY","New York","Kings","New York",90,1125100,0.0303113553113553,0.0627184282610749,0.167479506070354,0.115292305027268,0.0726057709047028,"2017-04","2017-Q2",1125100,0,"2017-04"
2017-04-30,99534,"98052","WA","Seattle","King","Redmond",91,734800,0.0150573283602708,0.038733389878428,0.161739130434783,0.124153146998982,0.0352215099702089,"2017-04","2017-Q2",734800,0,"2017-04"
2017-04-30,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",92,324000,0.00123609394313968,0.0062111801242236,0.0612512283000328,0.0887390769966858,0.0123058153438482,"2017-04","2017-Q2",324000,0,"2017-04"
2017-04-30,71864,"32210","FL","Jacksonville","Duval","Jacksonville",93,117900,0.0120171673819742,0.0369393139841689,0.163869693978282,0.104892833175966,-0.0206121344663663,"2007-05","2007-Q2",145300,-0.188575361321404,"2005-06"
2017-04-30,60081,"06010","CT","Hartford","Hartford","Bristol",94,172800,-0.00403458213256484,-0.00917431192660551,0.00523560209424084,-0.00422823971744257,-0.0235043368270396,"2007-04","2007-Q2",219200,-0.211678832116788,"2004-05"
2017-04-30,62032,"11221","NY","New York","Kings","New York",95,998700,-0.000400360324291863,0.00533521240185222,0.0966289667288898,0.199674447645927,0.0809362959802522,"2017-02","2017-Q1",1000400,-0.00169932027189124,"2017-02"
2017-04-30,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",96,202600,0.00346706290242694,0.00846192135390742,0.0898332436793975,0.141139009545834,,"2017-04","2017-Q2",202600,0,"2017-04"
2017-04-30,84612,"60610","IL","Chicago","Cook","Chicago",97,256100,0.00156433320297223,0.0126532226176354,0.0351657235246564,0.0486043181484723,-0.00434568736813534,"2008-02","2008-Q1",283100,-0.0953726598375133,"2005-07"
2017-04-30,71005,"30281","GA","Atlanta","Henry","Stockbridge",98,144500,0.00486787204450626,0.0204802259887006,0.0775540641312453,0.0909660785014497,-0.00826230773143077,"2006-12","2006-Q4",157800,-0.0842839036755387,"2004-09"
2017-04-30,95804,"89108","NV","Las Vegas","Clark","Las Vegas",99,166500,0.00422195416164053,0.0164835164835165,0.101919258769027,0.182870142051695,-0.0361847031784124,"2006-06","2006-Q2",249300,-0.332129963898917,"2004-06"
2017-04-30,92336,"78240","TX","San Antonio","Bexar","San Antonio",100,162200,0.000616903146206046,0.00309214594928881,0.0546163849154746,0.0476821495363018,0.0148276264430793,"2016-11","2016-Q4",162300,-0.000616142945163278,"2016-11"
2017-04-30,94820,"85225","AZ","Phoenix","Maricopa","Chandler",101,233300,0.00387263339070568,0.0143478260869565,0.0751152073732719,0.12441856950829,-0.00410631616193879,"2006-03","2006-Q1",257600,-0.094332298136646,"2005-09"
2017-04-30,91926,"77433","TX","Houston","Harris","Cypress",102,203300,-0.00343137254901961,-0.0286669851887243,-0.111062527328378,0.036424549508941,0.0158597565518883,"2016-03","2016-Q1",228800,-0.111451048951049,"2014-06"
2017-04-30,58669,"02169","MA","Boston","Norfolk","Quincy",103,386400,-0.00155038759689922,-0.000258732212160414,0.100227790432802,0.0666891595798988,0.0157801176203387,"2017-02","2017-Q1",387300,-0.00232378001549187,"2017-01"
2017-04-30,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",104,201100,0.00953815261044177,0.0275932549821155,0.0736785904965296,0.106943208493243,-0.0192312013896665,"2006-01","2006-Q1",272800,-0.26282991202346,"2005-01"
2017-04-30,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",105,144700,-0.00069060773480663,0.00346740638002774,0.0577485380116959,0.0256322521641934,0.0152308705848587,"2017-03","2017-Q1",144800,-0.00069060773480663,"2017-02"
2017-04-30,97431,"93722","CA","Fresno","Fresno","Fresno",106,226500,0.00756227758007117,0.0290776919582008,0.0984481086323957,0.107240636283185,-0.0193937423811392,"2006-05","2006-Q2",307600,-0.263654096228869,"2004-09"
2017-04-30,79040,"48180","MI","Detroit","Wayne","Taylor",107,88100,0.00341685649202733,0.00916380297823597,0.139715394566624,0.0952488859608358,-0.0267164293135513,"2005-08","2005-Q3",123200,-0.284902597402597,"1999-06"
2017-04-30,92341,"78245","TX","San Antonio","Bexar","San Antonio",108,143200,0.00916138125440451,0.0206699928724163,0.0544918998527246,0.0481400555393012,0.0180869878134839,"2017-04","2017-Q2",143200,0,"2017-04"
2017-04-30,65133,"17603","PA","Lancaster","Lancaster","Lancaster",109,145100,0.0027643400138217,0.00833912439193885,0.0446364290856731,0.0191044459437588,0.00244468123494967,"2017-04","2017-Q2",145100,0,"2017-04"
2017-04-30,98304,"95608","CA","Sacramento","Sacramento","Carmichael",110,369300,0.0115036976170912,0.0258333333333333,0.071988388969521,0.0960200136075298,-0.0072066028834743,"2005-12","2005-Q4",445000,-0.170112359550562,"2004-09"
2017-04-30,94890,"85308","AZ","Phoenix","Maricopa","Glendale",111,266400,0.00301204819277108,0.00832702498107494,0.0537974683544304,0.103780547117273,-0.00916744743057718,"2006-01","2006-Q1",317000,-0.159621451104101,"2005-06"
2017-04-30,97740,"94533","CA","Vallejo","Solano","Fairfield",112,335400,0.0063006300630063,0.0206938527084601,0.140816326530612,0.162468502248646,-0.0126407286715737,"2006-04","2006-Q2",425900,-0.212491195116224,"2004-10"
2017-04-30,84613,"60611","IL","Chicago","Cook","Chicago",113,312900,-0.00159540523292916,0.00352790250160359,0.0182232346241458,0.0351205742940039,0.00210142618842601,"2009-04","2009-Q2",345900,-0.0954032957502168,"2007-11"
2017-04-30,63776,"14850","NY","Ithaca","Tompkins","Ithaca",114,244000,0.00951592883740174,0.00328947368421053,0.038739889314602,0.0446779942080171,0.0289613203033265,"2016-10","2016-Q4",247400,-0.0137429264349232,"2016-08"
2017-04-30,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",115,207100,0.004364694471387,0.0181907571288102,0.100425079702444,0.0330788875769048,-0.00816739903261832,"2007-08","2007-Q3",226000,-0.0836283185840708,"2006-07"
2017-04-30,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",116,237000,0.010230179028133,0.0290924880590534,0.128571428571429,0.139612105523814,-0.0134619273764893,"2006-06","2006-Q2",280000,-0.153571428571429,"2005-06"
2017-04-30,93203,"80013","CO","Denver","Arapahoe","Aurora",117,305800,0.00592105263157895,0.019673224408136,0.106768005790807,0.130785927670305,0.0452194738819098,"2017-04","2017-Q2",305800,0,"2017-04"
2017-04-30,66705,"20906","MD","Washington","Montgomery","Silver Spring",118,327600,-0.00121951219512195,0.00367647058823529,0.0360531309297913,0.0519606786524609,-0.0181368663053136,"2007-03","2007-Q1",394200,-0.168949771689498,"2005-02"
2017-04-30,74156,"37075","TN","Nashville","Sumner","Hendersonville",119,256500,0.00312866640594447,0.0126332412159495,0.0928845334469535,0.0659290352544799,0.0263278365817436,"2017-04","2017-Q2",256500,0,"2017-04"
2017-04-30,62022,"11211","NY","New York","Kings","New York",120,1067800,-0.00345310312645824,-0.0146719571837224,0.00754859407435365,0.131983187631942,,"2016-09","2016-Q3",1107300,-0.0356723561817032,"2016-08"
2017-04-30,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",121,1214600,0.0034699272967614,0.00596322676826238,0.0459869100930072,0.134207136048468,0.03961298161385,"2017-04","2017-Q2",1214600,0,"2017-04"
2017-04-30,62085,"11373","NY","New York","Queens","New York",122,445100,0.0267589388696655,0.0725301204819277,0.275723703066781,0.105553502872759,,"2017-04","2017-Q2",445100,0,"2017-04"
