PED,BIC,AVS,FTC,ZCD,POP,AHI,ZHV,ALB,APP
1,0,1,2,15217,26425,45173,309200,6643,4
1,0,2,3,15217,26425,45173,309200,6643,4
1,1,1,2,15217,26425,45173,309200,6643,4
1,1,1,1,15217,26425,45173,309200,6643,4
1,1,1,2,15217,26425,45173,309200,6643,4
1,1,1,4,15217,26425,45173,309200,6643,4
1,1,1,2,15217,26425,45173,309200,6643,2
1,0,1,4,15217,26425,45173,309200,6643,4
1,1,1,1,15217,26425,45173,309200,6643,4
1,0,1,1,15217,26425,45173,309200,6643,4
1,1,1,3,15217,26425,45173,309200,6643,4
0,0,1,3,15217,26425,45173,309200,6643,4
0,0,1,4,15217,26425,45173,309200,6643,3
0,0,1,2,15217,26425,45173,309200,6643,4
0,0,0,1,15217,26425,45173,309200,6643,2
0,0,1,3,15217,26425,45173,309200,6643,4
0,0,1,2,15217,26425,45173,309200,6643,4
0,0,1,4,15217,26425,45173,309200,6643,4
0,0,1,4,15217,26425,45173,309200,6643,3
0,0,1,4,15217,26425,45173,309200,6643,4
0,0,2,1,15217,26425,45173,309200,6643,1
1,0,1,2,15217,26425,45173,309200,6643,3
2,2,1,2,15217,26425,45173,309200,6643,3
0,0,1,3,15217,26425,45173,309200,6643,1
0,0,2,1,15217,26425,45173,309200,6643,4
1,0,1,2,15217,26425,45173,309200,6643,4
0,0,1,2,15217,26425,45173,309200,6643,4
0,0,1,2,15217,26425,45173,309200,6643,4
0,0,1,3,15217,26425,45173,309200,6643,3
0,0,1,3,15217,26425,45173,309200,6643,3
0,0,1,2,15217,26425,45173,309200,6643,4
0,0,2,1,15217,26425,45173,309200,6643,1
0,0,1,4,15217,26425,45173,309200,6643,4
0,0,1,3,15217,26425,45173,309200,6643,4
0,0,1,1,15217,26425,45173,309200,6643,3
0,1,1,4,15217,26425,45173,309200,6643,3
1,1,1,1,15218,14956,35983,125700,0,3
1,1,1,2,15218,14956,35983,125700,0,4
0,1,2,1,15218,14956,35983,125700,0,0
2,2,2,2,15218,14956,35983,125700,0,2
1,1,1,2,15218,14956,35983,125700,0,4
1,2,2,1,15218,14956,35983,125700,0,3
0,1,0,2,15218,14956,35983,125700,0,2
1,1,1,1,15218,14956,35983,125700,0,4
0,0,2,2,15218,14956,35983,125700,0,2
2,1,1,2,15218,14956,35983,125700,0,4
0,0,0,1,15218,14956,35983,125700,0,1
0,1,1,3,15218,14956,35983,125700,0,3
0,1,0,3,15218,14956,35983,125700,0,4
0,0,0,2,15218,14956,35983,125700,0,0
2,1,2,1,15218,14956,35983,125700,0,3
0,0,2,2,15218,14956,35983,125700,0,3
0,0,1,2,15218,14956,35983,125700,0,3
0,0,1,2,15218,14956,35983,125700,0,3
0,1,2,1,15218,14956,35983,125700,0,2
0,0,2,2,15218,14956,35983,125700,0,0
0,1,1,2,15218,14956,35983,125700,0,3
0,0,2,2,15218,14956,35983,125700,0,3
0,0,1,1,15218,14956,35983,125700,0,4
1,0,1,2,15218,14956,35983,125700,0,4
0,1,1,2,15218,14956,35983,125700,0,3
0,1,1,2,15218,14956,35983,125700,0,4
0,1,1,1,15218,14956,35983,125700,0,3
0,2,1,1,15218,14956,35983,125700,0,3
1,1,1,2,15218,14956,35983,125700,0,4
1,0,1,2,15218,14956,35983,125700,0,3
1,0,2,4,15218,14956,35983,125700,0,3
1,1,1,2,15218,14956,35983,125700,0,1
0,0,1,0,15218,14956,35983,125700,0,4
0,0,1,3,15218,14956,35983,125700,0,4
2,2,1,4,15218,14956,35983,125700,0,2
0,0,1,1,15218,14956,35983,125700,0,4
0,0,1,1,15218,14956,35983,125700,0,4
0,0,1,2,15218,14956,35983,125700,0,4
2,2,1,2,15218,14956,35983,125700,0,3
0,0,2,2,15218,14956,35983,125700,0,3
0,0,1,1,15219,19204,14399,106000,2641,4
1,1,2,1,15219,19204,14399,106000,2641,1
1,1,2,2,15219,19204,14399,106000,2641,4
1,2,2,2,15219,19204,14399,106000,2641,1
1,1,2,2,15219,19204,14399,106000,2641,1
0,1,1,4,15219,19204,14399,106000,2641,4
0,1,1,2,15219,19204,14399,106000,2641,4
1,1,1,3,15219,19204,14399,106000,2641,4
0,1,1,3,15219,19204,14399,106000,2641,4
2,0,2,1,15219,19204,14399,106000,2641,1
1,0,1,3,15219,19204,14399,106000,2641,1
0,0,2,0,15219,19204,14399,106000,2641,2
1,1,1,1,15219,19204,14399,106000,2641,4
1,0,1,2,15219,19204,14399,106000,2641,4
1,1,0,1,15219,19204,14399,106000,2641,0
1,0,1,2,15219,19204,14399,106000,2641,0
0,0,2,2,15219,19204,14399,106000,2641,0
0,1,1,3,15219,19204,14399,106000,2641,4
1,1,1,3,15219,19204,14399,106000,2641,4
1,1,1,2,15219,19204,14399,106000,2641,4
2,2,1,1,15219,19204,14399,106000,2641,2
0,1,1,2,15220,19693,44018,149000,5018,4
1,1,1,1,15220,19693,44018,149000,5018,4
0,0,2,3,15220,19693,44018,149000,5018,1
0,0,1,2,15220,19693,44018,149000,5018,4
0,0,2,0,15220,19693,44018,149000,5018,2
2,2,1,3,15220,19693,44018,149000,5018,4
0,0,1,2,15220,19693,44018,149000,5018,4
0,0,2,2,15220,19693,44018,149000,5018,3
0,1,1,1,15221,36387,30668,86700,8852,1
1,0,1,2,15221,36387,30668,86700,8852,3
1,1,1,4,15221,36387,30668,86700,8852,4
0,1,2,4,15221,36387,30668,86700,8852,1
2,1,1,3,15221,36387,30668,86700,8852,4
2,2,2,0,15221,36387,30668,86700,8852,4
0,1,1,3,15221,36387,30668,86700,8852,4
1,1,1,3,15221,36387,30668,86700,8852,4
1,0,1,3,15221,36387,30668,86700,8852,2
0,1,2,4,15221,36387,30668,86700,8852,0
1,1,1,2,15221,36387,30668,86700,8852,4
2,1,0,1,15221,36387,30668,86700,8852,4
0,1,1,3,15221,36387,30668,86700,8852,3
0,1,2,4,15221,36387,30668,86700,8852,4
0,1,2,2,15221,36387,30668,86700,8852,2
1,1,2,4,15221,36387,30668,86700,8852,4
1,1,1,3,15221,36387,30668,86700,8852,4
0,0,1,3,15221,36387,30668,86700,8852,4
0,1,1,0,15221,36387,30668,86700,8852,1
0,0,1,3,15221,36387,30668,86700,8852,4
2,0,0,2,15221,36387,30668,86700,8852,2
0,0,0,0,15221,36387,30668,86700,8852,2
0,2,1,2,15221,36387,30668,86700,8852,3
2,2,1,3,15221,36387,30668,86700,8852,4
0,1,1,2,15221,36387,30668,86700,8852,4
0,0,2,2,15221,36387,30668,86700,8852,1
0,0,1,3,15221,36387,30668,86700,8852,3
0,0,1,3,15221,36387,30668,86700,8852,4
0,0,1,2,15221,36387,30668,86700,8852,3
0,0,2,1,15221,36387,30668,86700,8852,1
1,1,1,3,15221,36387,30668,86700,8852,4
1,1,2,4,15221,36387,30668,86700,8852,1
1,1,1,3,15221,36387,30668,86700,8852,4
1,0,2,2,15221,36387,30668,86700,8852,2
0,0,1,3,15221,36387,30668,86700,8852,4
2,2,1,4,15221,36387,30668,86700,8852,4
2,2,2,2,15221,36387,30668,86700,8852,0
2,2,2,1,15221,36387,30668,86700,8852,2
1,0,1,3,15221,36387,30668,86700,8852,2
0,0,1,1,15221,36387,30668,86700,8852,2
0,0,1,1,15221,36387,30668,86700,8852,3
0,0,2,1,15221,36387,30668,86700,8852,3
2,2,2,1,15221,36387,30668,86700,8852,1
0,1,2,2,15222,1999,18598,312500,799,0
1,1,1,4,15222,1999,18598,312500,799,4
1,1,0,2,15222,1999,18598,312500,799,0
0,1,1,3,15222,1999,18598,312500,799,4
0,1,2,2,15222,1999,18598,312500,799,3
1,1,1,1,15222,1999,18598,312500,799,4
0,1,2,2,15222,1999,18598,312500,799,4
0,1,1,2,15222,1999,18598,312500,799,4
1,1,1,3,15222,1999,18598,312500,799,4
0,1,1,4,15222,1999,18598,312500,799,4
1,1,1,4,15222,1999,18598,312500,799,4
1,2,2,3,15222,1999,18598,312500,799,2
0,1,1,2,15222,1999,18598,312500,799,3
0,1,2,2,15222,1999,18598,312500,799,3
0,1,1,2,15222,1999,18598,312500,799,4
0,1,2,2,15222,1999,18598,312500,799,4
0,1,2,2,15222,1999,18598,312500,799,4
1,1,1,3,15222,1999,18598,312500,799,4
1,1,1,2,15222,1999,18598,312500,799,4
0,1,1,4,15222,1999,18598,312500,799,4
1,1,1,4,15222,1999,18598,312500,799,4
0,0,1,2,15222,1999,18598,312500,799,4
0,0,1,2,15222,1999,18598,312500,799,4
0,0,0,2,15222,1999,18598,312500,799,3
0,0,1,2,15222,1999,18598,312500,799,4
0,1,1,2,15222,1999,18598,312500,799,4
0,0,2,1,15222,1999,18598,312500,799,4
2,2,2,1,15222,1999,18598,312500,799,3
0,0,1,2,15222,1999,18598,312500,799,3
0,1,1,2,15222,1999,18598,312500,799,3
0,1,2,2,15222,1999,18598,312500,799,3
0,1,1,2,15222,1999,18598,312500,799,4
1,1,1,3,15222,1999,18598,312500,799,3
2,1,1,2,15222,1999,18598,312500,799,4
0,1,1,3,15222,1999,18598,312500,799,3
1,1,1,1,15222,1999,18598,312500,799,2
0,1,1,1,15222,1999,18598,312500,799,3
1,1,1,3,15223,7991,33724,115300,1965,4
1,2,2,2,15223,7991,33724,115300,1965,2
1,1,1,4,15223,7991,33724,115300,1965,4
2,2,0,2,15224,12095,22880,131700,2057,0
0,1,1,1,15224,12095,22880,131700,2057,2
1,0,1,2,15224,12095,22880,131700,2057,4
1,0,2,1,15224,12095,22880,131700,2057,4
1,1,0,3,15224,12095,22880,131700,2057,0
1,2,1,1,15224,12095,22880,131700,2057,4
1,1,1,2,15224,12095,22880,131700,2057,4
0,1,2,2,15224,12095,22880,131700,2057,2
1,0,1,2,15224,12095,22880,131700,2057,3
0,1,2,2,15224,12095,22880,131700,2057,3
1,1,1,2,15224,12095,22880,131700,2057,2
1,1,1,2,15224,12095,22880,131700,2057,4
1,0,1,3,15224,12095,22880,131700,2057,4
0,1,1,3,15224,12095,22880,131700,2057,4
1,0,2,0,15224,12095,22880,131700,2057,2
1,1,1,2,15224,12095,22880,131700,2057,4
1,1,1,3,15224,12095,22880,131700,2057,4
0,0,1,1,15224,12095,22880,131700,2057,4
1,1,1,1,15224,12095,22880,131700,2057,4
1,1,1,0,15224,12095,22880,131700,2057,4
1,2,1,2,15224,12095,22880,131700,2057,4
1,1,1,4,15224,12095,22880,131700,2057,4
2,1,1,1,15224,12095,22880,131700,2057,4
1,0,1,2,15224,12095,22880,131700,2057,3
0,1,2,3,15224,12095,22880,131700,2057,0
1,0,1,1,15224,12095,22880,131700,2057,2
1,1,1,2,15224,12095,22880,131700,2057,3
1,0,1,2,15224,12095,22880,131700,2057,4
1,1,1,2,15224,12095,22880,131700,2057,2
1,1,1,3,15224,12095,22880,131700,2057,4
0,1,1,1,15224,12095,22880,131700,2057,2
1,1,1,2,15224,12095,22880,131700,2057,4
1,0,1,1,15224,12095,22880,131700,2057,3
0,1,1,3,15224,12095,22880,131700,2057,3
1,1,2,1,15224,12095,22880,131700,2057,3
1,2,1,1,15224,12095,22880,131700,2057,4
0,0,1,4,15224,12095,22880,131700,2057,3
0,1,2,3,15224,12095,22880,131700,2057,4
2,1,2,2,15224,12095,22880,131700,2057,0
2,1,2,1,15224,12095,22880,131700,2057,3
1,1,1,4,15224,12095,22880,131700,2057,4
0,1,2,2,15224,12095,22880,131700,2057,1
1,0,1,3,15224,12095,22880,131700,2057,4
0,1,1,4,15224,12095,22880,131700,2057,4
0,0,2,1,15224,12095,22880,131700,2057,4
0,1,1,3,15224,12095,22880,131700,2057,4
0,0,1,2,15224,12095,22880,131700,2057,2
1,0,1,1,15224,12095,22880,131700,2057,4
1,1,1,2,15224,12095,22880,131700,2057,4
0,0,1,2,15224,12095,22880,131700,2057,4
0,0,1,2,15224,12095,22880,131700,2057,4
1,1,1,2,15224,12095,22880,131700,2057,1
1,1,1,2,15224,12095,22880,131700,2057,2
2,2,1,1,15224,12095,22880,131700,2057,4
2,1,2,1,15224,12095,22880,131700,2057,1
1,0,1,4,15224,12095,22880,131700,2057,4
1,1,1,3,15224,12095,22880,131700,2057,4
1,2,1,3,15224,12095,22880,131700,2057,4
1,1,1,2,15224,12095,22880,131700,2057,4
1,0,1,2,15224,12095,22880,131700,2057,4
0,0,2,1,15224,12095,22880,131700,2057,2
1,1,1,3,15224,12095,22880,131700,2057,4
0,0,2,2,15226,14648,37889,114700,3723,4
0,1,1,3,15226,14648,37889,114700,3723,4
0,0,1,2,15226,14648,37889,114700,3723,3
1,1,1,2,15226,14648,37889,114700,3723,4
1,1,2,2,15226,14648,37889,114700,3723,2
0,1,1,2,15227,29621,38439,126200,7827,3
1,0,1,3,15227,29621,38439,126200,7827,2
0,0,1,2,15227,29621,38439,126200,7827,3
1,0,2,1,15227,29621,38439,126200,7827,4
1,0,1,2,15228,17723,58440,254500,4569,4
0,1,2,0,15228,17723,58440,254500,4569,3
1,0,1,1,15228,17723,58440,254500,4569,4
1,1,1,2,15228,17723,58440,254500,4569,4
1,1,1,2,15228,17723,58440,254500,4569,4
1,1,1,1,15228,17723,58440,254500,4569,4
0,0,0,1,15228,17723,58440,254500,4569,1
0,0,2,1,15228,17723,58440,254500,4569,2
0,0,2,3,15228,17723,58440,254500,4569,3
0,0,1,2,15228,17723,58440,254500,4569,3
0,0,1,2,15228,17723,58440,254500,4569,4
0,0,1,3,15228,17723,58440,254500,4569,4
1,0,1,0,15228,17723,58440,254500,4569,4
1,1,1,1,15228,17723,58440,254500,4569,4
0,0,1,3,15228,17723,58440,254500,4569,2
0,0,2,0,15228,17723,58440,254500,4569,3
0,0,1,3,15228,17723,58440,254500,4569,4
0,2,1,2,15228,17723,58440,254500,4569,4
0,1,2,1,15229,13677,40562,145800,3639,0
2,2,1,3,15229,13677,40562,145800,3639,4
0,0,1,3,15229,13677,40562,145800,3639,2
0,0,2,2,15229,13677,40562,145800,3639,4
0,0,1,0,15229,13677,40562,145800,3639,2
0,0,1,2,15229,13677,40562,145800,3639,4
2,2,2,2,15232,11792,32552,365000,104,2
0,1,1,3,15232,11792,32552,365000,104,4
0,1,1,3,15232,11792,32552,365000,104,2
1,1,2,3,15232,11792,32552,365000,104,3
1,1,2,1,15232,11792,32552,365000,104,2
1,1,1,4,15232,11792,32552,365000,104,4
1,1,1,4,15232,11792,32552,365000,104,4
1,0,1,2,15232,11792,32552,365000,104,4
0,1,1,2,15232,11792,32552,365000,104,4
0,1,1,3,15232,11792,32552,365000,104,3
0,1,1,2,15232,11792,32552,365000,104,1
1,1,1,4,15232,11792,32552,365000,104,4
1,1,1,4,15232,11792,32552,365000,104,4
2,1,1,1,15232,11792,32552,365000,104,1
2,2,1,2,15232,11792,32552,365000,104,3
1,1,1,2,15232,11792,32552,365000,104,4
0,1,1,2,15232,11792,32552,365000,104,4
1,0,2,4,15232,11792,32552,365000,104,4
1,1,1,4,15232,11792,32552,365000,104,4
1,1,1,4,15232,11792,32552,365000,104,4
0,1,2,2,15232,11792,32552,365000,104,3
0,0,1,2,15232,11792,32552,365000,104,4
0,1,1,2,15232,11792,32552,365000,104,3
1,0,2,2,15232,11792,32552,365000,104,2
1,1,2,2,15232,11792,32552,365000,104,2
0,1,1,3,15232,11792,32552,365000,104,4
0,0,0,2,15232,11792,32552,365000,104,0
1,0,2,2,15232,11792,32552,365000,104,2
0,1,0,2,15232,11792,32552,365000,104,0
2,2,1,3,15232,11792,32552,365000,104,4
2,2,2,0,15232,11792,32552,365000,104,0
0,0,2,2,15232,11792,32552,365000,104,1
0,0,1,1,15232,11792,32552,365000,104,4
0,0,1,2,15232,11792,32552,365000,104,4
1,1,1,2,15232,11792,32552,365000,104,4
0,1,1,2,15232,11792,32552,365000,104,4
1,1,1,2,15232,11792,32552,365000,104,4
1,1,1,2,15232,11792,32552,365000,104,4
0,1,1,3,15232,11792,32552,365000,104,4
2,2,0,4,15232,11792,32552,365000,104,0
0,1,1,2,15232,11792,32552,365000,104,4
1,1,1,1,15232,11792,32552,365000,104,3
2,2,2,0,15232,11792,32552,365000,104,0
1,1,2,2,15233,4876,23841,86900,0,1
0,0,1,3,15233,4876,23841,86900,0,4
0,0,2,0,15233,4876,23841,86900,0,1
1,1,2,0,15233,4876,23841,86900,0,4
1,1,1,2,15233,4876,23841,86900,0,4
0,0,2,2,15233,4876,23841,86900,0,0
0,1,1,3,15234,14911,40756,136700,1731,4
2,2,2,1,15234,14911,40756,136700,1731,4
0,0,0,1,15235,39126,41367,92400,924,0
0,2,2,2,15235,39126,41367,92400,924,3
0,1,1,2,15235,39126,41367,92400,924,4
0,1,0,1,15235,39126,41367,92400,924,2
1,1,1,2,15236,30630,46913,160200,4426,3
0,2,0,2,15236,30630,46913,160200,4426,0
0,0,2,2,15236,30630,46913,160200,4426,3
1,0,1,3,15237,42597,55016,227800,10521,4
2,1,1,3,15237,42597,55016,227800,10521,4
0,0,1,1,15237,42597,55016,227800,10521,4
1,1,2,3,15237,42597,55016,227800,10521,4
0,0,1,2,15237,42597,55016,227800,10521,3
0,0,2,2,15237,42597,55016,227800,10521,4
0,0,2,2,15237,42597,55016,227800,10521,4
0,0,1,1,15237,42597,55016,227800,10521,3
0,0,0,0,15237,42597,55016,227800,10521,3
0,0,2,0,15237,42597,55016,227800,10521,2
2,2,1,3,15237,42597,55016,227800,10521,3
0,0,2,1,15237,42597,55016,227800,10521,1
0,0,1,3,15237,42597,55016,227800,10521,3
0,0,1,4,15237,42597,55016,227800,10521,3
1,0,1,2,15237,42597,55016,227800,10521,4
1,2,1,3,15237,42597,55016,227800,10521,4
0,1,1,2,15237,42597,55016,227800,10521,4
1,0,2,2,15237,42597,55016,227800,10521,3
0,0,2,1,15237,42597,55016,227800,10521,2
0,1,2,2,15237,42597,55016,227800,10521,3
0,0,1,4,15238,13571,67370,359300,13132,4
0,1,1,3,15238,13571,67370,359300,13132,3
1,1,1,3,15238,13571,67370,359300,13132,4
1,1,1,3,15238,13571,67370,359300,13132,4
1,1,1,3,15238,13571,67370,359300,13132,4
0,0,1,3,15238,13571,67370,359300,13132,4
0,0,1,0,15238,13571,67370,359300,13132,4
0,0,2,1,15238,13571,67370,359300,13132,3
0,0,2,1,15238,13571,67370,359300,13132,2
0,0,2,0,15238,13571,67370,359300,13132,3
1,1,2,1,15238,13571,67370,359300,13132,4
0,0,1,2,15238,13571,67370,359300,13132,1
1,0,1,2,15239,21108,48415,152500,5157,4
2,2,0,3,15239,21108,48415,152500,5157,1
1,1,1,1,15241,20616,85102,304000,6362,4
1,0,1,2,15241,20616,85102,304000,6362,3
0,0,1,2,15241,20616,85102,304000,6362,4
2,2,2,3,15241,20616,85102,304000,6362,4
0,0,1,2,15241,20616,85102,304000,6362,3
0,0,2,2,15241,20616,85102,304000,6362,1
0,0,0,1,15241,20616,85102,304000,6362,1
0,1,1,4,15241,20616,85102,304000,6362,4
2,1,1,3,15243,13660,60717,212600,5718,4
0,2,2,2,15243,13660,60717,212600,5718,1
0,1,1,1,15243,13660,60717,212600,5718,3
1,1,2,1,15243,13660,60717,212600,5718,4
0,0,1,2,15243,13660,60717,212600,5718,4
1,0,1,1,15243,13660,60717,212600,5718,4
