pedestrian,bicycle,approval,familiarity,ZipCode
1,0,1,1,15224
1,0,1,0,15224
1,1,0,1,15224
1,2,1,0,15224
1,1,1,1,15224
0,1,2,1,15224
1,0,1,1,15224
0,1,1,1,15224
1,1,2,1,15224
1,1,1,1,15224
1,0,1,1,15224
0,1,1,1,15224
1,0,2,0,15224
1,1,1,1,15224
1,1,1,1,15224
0,0,1,0,15224
1,1,1,0,15224
1,1,1,0,15224
1,2,1,1,15224
1,1,1,1,15224
2,1,1,0,15224
1,0,1,1,15224
0,1,0,1,15224
1,0,2,0,15224
1,1,1,1,15224
1,0,1,1,15224
1,1,2,1,15224
1,1,1,1,15224
0,1,2,0,15224
1,1,1,1,15224
1,0,1,0,15224
0,1,1,1,15224
1,1,1,0,15224
1,2,1,0,15224
0,0,1,1,15224
0,1,1,1,15224
2,1,0,1,15224
2,1,1,0,15224
1,1,1,1,15224
0,1,0,1,15224
1,0,1,1,15224
0,1,1,1,15224
0,0,1,0,15224
0,1,1,1,15224
0,0,2,1,15224
1,0,1,0,15224
1,1,1,1,15224
0,0,1,1,15224
0,0,1,1,15224
1,1,0,1,15224
1,1,2,1,15224
2,2,1,0,15224
2,1,0,0,15224
1,0,1,1,15224
1,1,1,1,15224
1,2,1,1,15224
1,1,1,1,15224
1,0,1,1,15224
0,0,2,0,15224
1,1,1,1,15224
0,0,1,1,15226
0,1,1,1,15226
0,0,1,1,15226
1,1,1,1,15226
1,1,2,1,15226
0,1,1,1,15227
1,0,2,1,15227
0,0,1,1,15227
1,0,1,0,15227
1,0,1,1,15228
0,1,1,0,15228
1,0,1,0,15228
1,1,1,1,15228
1,1,1,1,15228
1,1,1,0,15228
0,0,0,0,15228
0,0,2,0,15228
0,0,1,1,15228
0,0,1,1,15228
0,0,1,1,15228
0,0,1,1,15228
1,0,1,0,15228
1,1,1,0,15228
0,0,2,1,15228
0,0,1,0,15228
0,0,1,1,15228
0,2,1,1,15228
0,1,0,0,15229
2,2,1,1,15229
0,0,2,1,15229
0,0,1,1,15229
0,0,2,0,15229
0,0,1,1,15229
2,2,2,1,15232
0,1,1,1,15232
0,1,2,1,15232
1,1,1,1,15232
1,1,2,0,15232
1,1,1,1,15232
1,1,1,1,15232
1,0,1,1,15232
0,1,1,1,15232
0,1,1,1,15232
0,1,0,1,15232
1,1,1,1,15232
1,1,1,1,15232
2,1,0,0,15232
2,2,1,1,15232
1,1,1,1,15232
0,1,1,1,15232
1,0,1,1,15232
1,1,1,1,15232
1,1,1,1,15232
0,1,1,1,15232
0,0,1,1,15232
0,1,1,1,15232
1,0,2,1,15232
1,1,2,1,15232
0,1,1,1,15232
0,0,0,1,15232
1,0,2,1,15232
0,1,0,1,15232
2,2,1,1,15232
2,2,0,0,15232
0,0,0,1,15232
0,0,1,0,15232
0,0,1,1,15232
1,1,1,1,15232
0,1,1,1,15232
1,1,1,1,15232
1,1,1,1,15232
0,1,1,1,15232
2,2,0,1,15232
0,1,1,1,15232
1,1,1,0,15232
2,2,0,0,15232
1,1,0,1,15233
0,0,1,1,15233
0,0,0,0,15233
1,1,1,0,15233
1,1,1,1,15233
0,0,0,1,15233
0,1,1,1,15234
2,2,1,0,15234
0,0,0,0,15235
0,2,1,1,15235
0,1,1,1,15235
0,1,2,0,15235
1,1,1,1,15236
0,2,0,1,15236
0,0,1,1,15236
1,0,1,1,15237
2,1,1,1,15237
0,0,1,0,15237
1,1,1,1,15237
0,0,1,1,15237
0,0,1,1,15237
0,0,1,1,15237
0,0,1,0,15237
0,0,1,0,15237
0,0,2,0,15237
2,2,1,1,15237
0,0,0,0,15237
0,0,1,1,15237
0,0,1,1,15237
1,0,1,1,15237
1,2,1,1,15237
0,1,1,1,15237
1,0,1,1,15237
0,0,2,0,15237
0,1,1,1,15237
0,0,1,1,15238
0,1,1,1,15238
1,1,1,1,15238
1,1,1,1,15238
1,1,1,1,15238
0,0,1,1,15238
0,0,1,0,15238
0,0,1,0,15238
0,0,2,0,15238
0,0,1,0,15238
1,1,1,0,15238
0,0,0,1,15238
1,0,1,1,15239
2,2,0,1,15239
1,1,1,0,15241
1,0,1,1,15241
0,0,1,1,15241
2,2,1,1,15241
0,0,1,1,15241
0,0,0,1,15241
0,0,0,0,15241
0,1,1,1,15241
2,1,1,1,15243
0,2,0,1,15243
0,1,1,0,15243
1,1,1,0,15243
0,0,1,1,15243
1,0,1,0,15243
